ID,ID_BOLETA,COD_ITEM,ITEM,PRECIO,EDAD,COD_GE,GENERO,DIA,MES,COD_DIST,DISTRITO
C3260,578,4,BLUSA,80,34,2,F,3,2,4,SAN_ISIDRO
C3261,578,9,ABRIGO,358,26,1,F,6,9,4,SAN_ISIDRO
C3262,578,13,JEAN,197,32,2,M,3,4,2,LA_MOLINA
C3263,578,1,ZAPATOS,300,19,2,M,4,3,3,SAN_BORJA
C3264,578,12,BUFANDA,49,43,1,F,2,2,4,SAN_ISIDRO
C3265,578,5,CAMISA,95,42,2,M,3,5,2,LA_MOLINA
C3266,579,16,PERFUME,227,32,1,F,4,8,4,SAN_ISIDRO
C3267,579,7,PANTALON,82,41,1,F,6,11,1,SURCO
C3268,579,2,MEDIAS,14,35,1,F,7,7,2,LA_MOLINA
C3269,579,17,MOCHILA,126,30,2,M,2,5,2,LA_MOLINA
C3270,579,7,PANTALON,230,36,2,M,1,11,1,SURCO
C3271,579,14,GORRO,61,32,2,M,6,6,2,LA_MOLINA
C3272,580,10,SHORT,62,18,1,F,3,6,1,SURCO
C3273,580,6,CARTERA,203,25,1,F,5,1,4,SAN_ISIDRO
C3274,581,7,PANTALON,133,23,1,F,6,1,3,SAN_BORJA
C3275,581,17,MOCHILA,139,20,2,M,5,4,4,SAN_ISIDRO
C3276,581,21,POLO,74,28,1,F,2,11,4,SAN_ISIDRO
C3277,581,3,FALDA,62,25,1,F,4,4,4,SAN_ISIDRO
C3278,581,7,PANTALON,137,36,2,M,1,11,1,SURCO
C3279,581,12,BUFANDA,53,44,2,M,3,3,4,SAN_ISIDRO
C3280,581,16,PERFUME,253,27,1,F,4,10,4,SAN_ISIDRO
C3281,581,2,MEDIAS,14,40,2,M,3,8,4,SAN_ISIDRO
C3282,581,21,POLO,54,25,2,M,4,2,1,SURCO
C3283,582,1,ZAPATOS,253,43,2,M,6,7,1,SURCO
C3284,582,3,FALDA,104,30,2,F,2,8,4,SAN_ISIDRO
C3285,582,12,BUFANDA,60,39,1,F,3,7,1,SURCO
C3286,582,8,CASACA,184,23,1,F,5,11,3,SAN_BORJA
C3287,583,7,PANTALON,195,40,1,F,4,12,2,LA_MOLINA
C3288,583,21,POLO,143,27,2,M,4,12,3,SAN_BORJA
C3289,583,7,PANTALON,204,23,2,M,5,8,3,SAN_BORJA
C3290,583,1,ZAPATOS,226,27,1,F,1,4,2,LA_MOLINA
C3291,583,16,PERFUME,319,20,1,F,1,3,1,SURCO
C3292,583,6,CARTERA,209,24,2,M,5,11,2,LA_MOLINA
C3293,583,9,ABRIGO,431,22,1,F,5,11,4,SAN_ISIDRO
C3294,583,14,GORRO,65,28,2,M,6,10,2,LA_MOLINA
C3295,583,22,PIJAMA,101,31,2,M,4,7,1,SURCO
C3296,584,22,PIJAMA,98,38,1,F,2,8,1,SURCO
C3297,584,2,MEDIAS,14,34,2,M,4,12,1,SURCO
C3298,584,7,PANTALON,106,20,1,F,4,6,2,LA_MOLINA
C3299,584,13,JEAN,131,39,1,F,7,6,3,SAN_BORJA
C3300,584,15,ZAPATILLAS,215,38,1,F,3,11,1,SURCO
C3301,584,3,FALDA,99,36,2,F,2,10,3,SAN_BORJA
C3302,584,5,CAMISA,166,22,1,F,7,10,2,LA_MOLINA
C3303,585,18,RELOJ,300,37,2,M,2,6,3,SAN_BORJA
C3304,585,22,PIJAMA,60,40,1,F,1,11,2,LA_MOLINA
C3305,585,11,SANDALIAS,37,26,1,F,6,10,1,SURCO
C3306,585,12,BUFANDA,29,23,2,M,1,10,2,LA_MOLINA
C3307,585,5,CAMISA,179,33,1,F,7,9,2,LA_MOLINA
C3308,586,5,CAMISA,82,43,1,F,1,6,3,SAN_BORJA
C3309,586,20,SHORT,117,22,2,M,5,2,3,SAN_BORJA
C3310,586,2,MEDIAS,10,33,1,F,6,5,3,SAN_BORJA
C3311,586,12,BUFANDA,42,19,1,F,1,8,1,SURCO
C3312,586,15,ZAPATILLAS,275,32,1,F,3,3,4,SAN_ISIDRO
C3313,586,1,ZAPATOS,244,42,2,M,3,12,1,SURCO
C3314,586,5,CAMISA,156,30,1,F,2,12,3,SAN_BORJA
C3315,586,6,CARTERA,249,18,2,M,5,8,3,SAN_BORJA
C3316,586,16,PERFUME,430,31,2,M,2,3,1,SURCO
C3317,586,3,FALDA,56,26,1,F,7,8,1,SURCO
C3318,587,2,MEDIAS,13,43,2,M,7,2,1,SURCO
C3319,588,19,BIKINI,182,36,2,F,4,9,4,SAN_ISIDRO
C3320,588,19,BIKINI,137,33,2,F,4,9,4,SAN_ISIDRO
C3321,588,8,CASACA,137,37,2,M,3,7,3,SAN_BORJA
C3322,588,8,CASACA,214,34,1,F,7,5,4,SAN_ISIDRO
C3323,588,20,SHORT,59,26,1,F,5,8,1,SURCO
C3324,588,14,GORRO,60,18,1,F,3,11,1,SURCO
C3325,588,18,RELOJ,344,27,1,F,5,11,3,SAN_BORJA
C3326,589,22,PIJAMA,106,22,2,M,2,2,3,SAN_BORJA
C3327,589,18,RELOJ,306,38,1,F,7,7,3,SAN_BORJA
C3328,589,20,SHORT,81,40,2,M,7,6,3,SAN_BORJA
C3329,590,16,PERFUME,319,32,2,M,4,10,4,SAN_ISIDRO
C3330,590,18,RELOJ,490,44,1,F,5,3,1,SURCO
C3331,590,20,SHORT,74,26,2,M,4,8,2,LA_MOLINA
C3332,590,14,GORRO,74,30,2,M,2,5,2,LA_MOLINA
C3333,590,3,FALDA,84,40,2,F,6,3,1,SURCO
C3334,590,3,FALDA,67,18,1,F,1,11,4,SAN_ISIDRO
C3335,590,16,PERFUME,196,37,2,M,4,3,3,SAN_BORJA
C3336,591,21,POLO,149,40,1,F,5,7,3,SAN_BORJA
C3337,591,19,BIKINI,165,21,2,F,1,9,1,SURCO
C3338,591,16,PERFUME,475,34,2,M,3,5,3,SAN_BORJA
C3339,591,17,MOCHILA,215,35,1,F,5,2,4,SAN_ISIDRO
C3340,591,6,CARTERA,204,42,2,M,5,5,4,SAN_ISIDRO
C3341,591,1,ZAPATOS,188,25,1,F,6,6,1,SURCO
C3342,592,7,PANTALON,112,41,1,F,3,4,2,LA_MOLINA
C3343,592,17,MOCHILA,123,44,1,F,6,6,2,LA_MOLINA
C3344,592,10,SHORT,52,42,1,F,6,3,4,SAN_ISIDRO
C3345,592,6,CARTERA,210,33,2,M,7,5,3,SAN_BORJA
C3346,592,2,MEDIAS,14,42,2,M,5,2,3,SAN_BORJA
C3347,592,18,RELOJ,370,22,2,M,5,8,2,LA_MOLINA
C3348,592,12,BUFANDA,50,23,1,F,1,9,1,SURCO
C3349,592,5,CAMISA,114,29,1,F,1,1,1,SURCO
C3350,592,3,FALDA,56,32,1,F,7,4,3,SAN_BORJA
C3351,593,10,SHORT,76,27,1,F,6,2,3,SAN_BORJA
C3352,593,4,BLUSA,122,31,1,F,6,3,1,SURCO
C3353,593,17,MOCHILA,183,33,1,F,3,8,1,SURCO
C3354,593,6,CARTERA,239,41,2,M,1,8,1,SURCO
C3355,593,15,ZAPATILLAS,198,29,1,F,6,1,4,SAN_ISIDRO
C3356,594,4,BLUSA,148,44,1,F,3,10,2,LA_MOLINA
C3357,594,3,FALDA,56,20,2,F,3,5,2,LA_MOLINA
C3358,594,7,PANTALON,216,20,1,F,3,9,2,LA_MOLINA
C3359,594,15,ZAPATILLAS,225,43,1,F,2,4,1,SURCO
C3360,594,10,SHORT,117,43,2,M,1,9,2,LA_MOLINA
C3361,594,17,MOCHILA,142,33,2,M,2,1,3,SAN_BORJA
C3362,594,15,ZAPATILLAS,216,20,1,F,1,6,3,SAN_BORJA
C3363,594,2,MEDIAS,11,23,2,M,3,3,3,SAN_BORJA
C3364,594,7,PANTALON,96,36,1,F,2,10,1,SURCO
C3365,595,16,PERFUME,314,39,1,F,7,5,4,SAN_ISIDRO
C3366,595,3,FALDA,61,45,2,F,5,9,3,SAN_BORJA
C3367,595,1,ZAPATOS,324,44,2,M,5,4,3,SAN_BORJA
C3368,595,10,SHORT,101,26,2,M,7,1,1,SURCO
C3369,595,8,CASACA,125,38,2,M,1,6,1,SURCO
C3370,595,1,ZAPATOS,217,24,2,M,7,6,4,SAN_ISIDRO
C3371,596,22,PIJAMA,77,28,1,F,1,4,4,SAN_ISIDRO
C3372,596,9,ABRIGO,218,34,1,F,2,11,3,SAN_BORJA
C3373,596,2,MEDIAS,13,43,1,F,4,6,3,SAN_BORJA
C3374,596,19,BIKINI,108,30,1,F,3,11,4,SAN_ISIDRO
C3375,597,19,BIKINI,90,40,1,F,6,5,1,SURCO
C3376,597,14,GORRO,77,45,1,F,3,1,4,SAN_ISIDRO
C3377,598,21,POLO,133,21,2,M,3,1,1,SURCO
C3378,598,5,CAMISA,176,44,2,M,3,3,2,LA_MOLINA
C3379,598,19,BIKINI,112,22,2,F,6,3,3,SAN_BORJA
C3380,598,19,BIKINI,108,38,2,F,7,3,1,SURCO
C3381,598,14,GORRO,67,38,2,M,2,7,1,SURCO
C3382,598,10,SHORT,107,27,1,F,7,8,2,LA_MOLINA
C3383,598,8,CASACA,193,19,1,F,5,10,3,SAN_BORJA
C3384,598,1,ZAPATOS,187,42,2,M,3,3,1,SURCO
C3385,598,20,SHORT,82,22,2,M,7,7,3,SAN_BORJA
C3386,598,20,SHORT,58,24,2,M,1,6,4,SAN_ISIDRO
C3387,599,21,POLO,76,39,1,F,2,8,4,SAN_ISIDRO
C3388,599,17,MOCHILA,214,19,2,M,4,11,4,SAN_ISIDRO
C3389,599,10,SHORT,71,45,2,M,3,2,4,SAN_ISIDRO
C3390,599,8,CASACA,203,40,2,M,6,12,3,SAN_BORJA
C3391,599,10,SHORT,66,43,1,F,6,6,3,SAN_BORJA
C3392,600,12,BUFANDA,29,34,2,M,5,10,1,SURCO
C3393,600,14,GORRO,70,37,1,F,6,10,2,LA_MOLINA
C3394,600,19,BIKINI,83,19,2,F,5,1,1,SURCO
C3395,601,8,CASACA,149,32,1,F,5,1,3,SAN_BORJA
C3396,601,19,BIKINI,109,27,2,F,5,5,4,SAN_ISIDRO
C3397,601,16,PERFUME,336,24,2,M,2,3,4,SAN_ISIDRO
C3398,601,8,CASACA,143,43,2,M,5,10,4,SAN_ISIDRO
C3399,602,14,GORRO,63,39,2,M,6,12,1,SURCO
C3400,602,5,CAMISA,146,30,2,M,5,10,2,LA_MOLINA
C3401,602,9,ABRIGO,386,28,2,M,3,7,4,SAN_ISIDRO
C3402,603,10,SHORT,61,37,2,M,6,12,1,SURCO
C3403,603,15,ZAPATILLAS,192,40,1,F,2,9,4,SAN_ISIDRO
C3404,604,7,PANTALON,200,43,2,M,3,11,2,LA_MOLINA
C3405,604,7,PANTALON,168,25,1,F,6,7,3,SAN_BORJA
C3406,604,20,SHORT,81,34,2,M,3,1,3,SAN_BORJA
C3407,604,14,GORRO,86,35,2,M,7,6,2,LA_MOLINA
C3408,604,19,BIKINI,148,34,2,F,1,10,2,LA_MOLINA
C3409,605,9,ABRIGO,357,22,2,M,6,12,4,SAN_ISIDRO
C3410,605,22,PIJAMA,114,24,2,M,7,1,1,SURCO
C3411,605,8,CASACA,166,37,1,F,2,3,3,SAN_BORJA
C3412,605,11,SANDALIAS,51,20,2,M,3,6,2,LA_MOLINA
C3413,605,22,PIJAMA,74,40,1,F,6,4,3,SAN_BORJA
C3414,605,3,FALDA,77,42,1,F,4,6,1,SURCO
C3415,605,21,POLO,58,26,1,F,7,9,2,LA_MOLINA
C3416,605,9,ABRIGO,226,44,2,M,7,7,4,SAN_ISIDRO
C3417,605,3,FALDA,90,20,1,F,7,9,3,SAN_BORJA
C3418,605,6,CARTERA,198,39,2,M,1,5,1,SURCO
C3419,606,20,SHORT,95,18,2,M,7,11,3,SAN_BORJA
C3420,606,7,PANTALON,99,31,1,F,2,12,3,SAN_BORJA
C3421,606,18,RELOJ,393,20,2,M,2,3,3,SAN_BORJA
C3422,606,12,BUFANDA,25,36,2,M,3,9,4,SAN_ISIDRO
C3423,607,21,POLO,124,36,1,F,1,12,3,SAN_BORJA
C3424,607,7,PANTALON,166,37,1,F,4,12,2,LA_MOLINA
C3425,607,6,CARTERA,238,45,1,F,2,9,4,SAN_ISIDRO
C3426,607,2,MEDIAS,13,42,1,F,1,4,1,SURCO
C3427,607,20,SHORT,93,21,1,F,5,7,2,LA_MOLINA
C3428,607,3,FALDA,50,19,1,F,6,3,2,LA_MOLINA
C3429,607,15,ZAPATILLAS,213,41,1,F,7,11,3,SAN_BORJA
C3430,608,6,CARTERA,233,32,2,M,3,8,2,LA_MOLINA
C3431,608,18,RELOJ,405,21,2,M,2,12,2,LA_MOLINA
C3432,608,22,PIJAMA,99,41,2,M,5,6,1,SURCO
C3433,608,3,FALDA,87,38,2,F,3,5,4,SAN_ISIDRO
C3434,608,12,BUFANDA,47,41,2,M,4,10,1,SURCO
C3435,608,14,GORRO,60,41,2,M,1,2,2,LA_MOLINA
C3436,608,16,PERFUME,186,34,1,F,7,6,4,SAN_ISIDRO
C3437,609,7,PANTALON,131,33,2,M,6,1,3,SAN_BORJA
C3438,609,12,BUFANDA,51,31,2,M,7,3,3,SAN_BORJA
C3439,609,16,PERFUME,414,32,1,F,6,11,4,SAN_ISIDRO
C3440,609,20,SHORT,97,37,2,M,4,9,3,SAN_BORJA
C3441,609,15,ZAPATILLAS,206,33,1,F,6,11,3,SAN_BORJA
C3442,609,17,MOCHILA,177,29,2,M,2,5,4,SAN_ISIDRO
C3443,610,11,SANDALIAS,67,27,1,F,1,2,1,SURCO
C3444,610,18,RELOJ,462,39,1,F,3,5,4,SAN_ISIDRO
C3445,610,12,BUFANDA,57,29,1,F,5,10,2,LA_MOLINA
C3446,610,19,BIKINI,105,45,1,F,1,1,1,SURCO
C3447,610,19,BIKINI,187,26,2,F,4,7,3,SAN_BORJA
C3448,610,20,SHORT,54,44,2,M,1,1,1,SURCO
C3449,611,2,MEDIAS,14,21,1,F,4,10,4,SAN_ISIDRO
C3450,611,20,SHORT,114,40,1,F,4,8,1,SURCO
C3451,611,12,BUFANDA,45,31,2,M,3,9,4,SAN_ISIDRO
C3452,611,2,MEDIAS,14,29,1,F,4,1,4,SAN_ISIDRO
C3453,611,14,GORRO,83,34,1,F,5,4,1,SURCO
C3454,611,18,RELOJ,373,31,1,F,1,3,2,LA_MOLINA
C3455,612,13,JEAN,216,24,1,F,4,11,3,SAN_BORJA
C3456,612,12,BUFANDA,49,29,1,F,1,5,1,SURCO
C3457,612,12,BUFANDA,49,30,2,M,1,9,1,SURCO
C3458,612,7,PANTALON,116,44,1,F,2,2,2,LA_MOLINA
C3459,612,7,PANTALON,141,24,2,M,6,2,4,SAN_ISIDRO
C3460,612,2,MEDIAS,14,31,1,F,6,1,3,SAN_BORJA
C3461,612,16,PERFUME,387,28,1,F,7,1,2,LA_MOLINA
C3462,612,19,BIKINI,163,28,2,F,2,5,4,SAN_ISIDRO
C3463,612,16,PERFUME,214,28,2,M,6,5,1,SURCO
C3464,612,7,PANTALON,195,30,2,M,6,10,4,SAN_ISIDRO
C3465,613,4,BLUSA,162,23,2,F,3,11,4,SAN_ISIDRO
C3466,613,5,CAMISA,194,23,2,M,3,12,4,SAN_ISIDRO
C3467,613,3,FALDA,96,24,2,F,7,12,1,SURCO
C3468,613,8,CASACA,117,25,2,M,3,11,3,SAN_BORJA
C3469,613,21,POLO,116,44,2,M,2,7,1,SURCO
C3470,613,18,RELOJ,485,34,1,F,7,9,2,LA_MOLINA
C3471,613,15,ZAPATILLAS,266,23,2,M,5,7,2,LA_MOLINA
C3472,613,21,POLO,75,39,1,F,6,7,4,SAN_ISIDRO
C3473,614,18,RELOJ,261,24,2,M,6,7,4,SAN_ISIDRO
C3474,614,11,SANDALIAS,40,34,1,F,2,6,2,LA_MOLINA
C3475,614,12,BUFANDA,48,23,1,F,5,2,2,LA_MOLINA
C3476,614,4,BLUSA,180,28,2,F,2,6,2,LA_MOLINA
C3477,614,19,BIKINI,131,38,2,F,6,7,4,SAN_ISIDRO
C3478,614,11,SANDALIAS,30,32,2,M,7,2,2,LA_MOLINA
C3479,614,7,PANTALON,105,35,2,M,3,8,4,SAN_ISIDRO
C3480,615,4,BLUSA,150,37,1,F,4,12,3,SAN_BORJA
C3481,615,15,ZAPATILLAS,186,19,1,F,4,11,4,SAN_ISIDRO
C3482,615,7,PANTALON,237,26,1,F,5,12,4,SAN_ISIDRO
C3483,615,5,CAMISA,194,38,2,M,1,6,4,SAN_ISIDRO
C3484,615,14,GORRO,89,43,1,F,5,11,3,SAN_BORJA
C3485,615,15,ZAPATILLAS,247,43,2,M,3,4,2,LA_MOLINA
C3486,615,18,RELOJ,257,22,2,M,2,9,4,SAN_ISIDRO
C3487,615,22,PIJAMA,70,31,2,M,2,7,3,SAN_BORJA
C3488,615,12,BUFANDA,35,40,1,F,2,12,3,SAN_BORJA
C3489,615,7,PANTALON,149,27,2,M,6,11,2,LA_MOLINA
C3490,615,19,BIKINI,109,21,2,F,4,8,3,SAN_BORJA
C3491,615,4,BLUSA,69,45,2,F,5,5,4,SAN_ISIDRO
C3492,615,17,MOCHILA,195,19,1,F,2,10,4,SAN_ISIDRO
C3493,616,7,PANTALON,216,43,1,F,2,8,4,SAN_ISIDRO
C3494,616,17,MOCHILA,210,43,1,F,7,5,3,SAN_BORJA
C3495,616,15,ZAPATILLAS,264,18,1,F,3,8,3,SAN_BORJA
C3496,616,21,POLO,97,45,1,F,7,4,4,SAN_ISIDRO
C3497,616,21,POLO,88,45,2,M,7,9,3,SAN_BORJA
C3498,616,3,FALDA,51,18,2,F,7,11,3,SAN_BORJA
C3499,616,1,ZAPATOS,323,35,1,F,4,7,4,SAN_ISIDRO
C3500,617,2,MEDIAS,10,40,1,F,6,9,2,LA_MOLINA
C3501,617,7,PANTALON,87,23,2,M,1,7,4,SAN_ISIDRO
C3502,617,13,JEAN,168,32,2,M,2,8,1,SURCO
C3503,617,11,SANDALIAS,76,23,2,M,6,3,3,SAN_BORJA
C3504,617,4,BLUSA,87,43,2,F,1,6,2,LA_MOLINA
C3505,617,16,PERFUME,412,42,2,M,2,3,2,LA_MOLINA
C3506,617,11,SANDALIAS,36,27,1,F,6,4,2,LA_MOLINA
C3507,618,4,BLUSA,151,29,2,F,2,12,1,SURCO
C3508,618,5,CAMISA,176,26,2,M,6,5,2,LA_MOLINA
C3509,618,6,CARTERA,244,40,1,F,4,4,1,SURCO
C3510,618,17,MOCHILA,132,25,2,M,1,3,3,SAN_BORJA
C3511,618,8,CASACA,154,24,1,F,7,5,2,LA_MOLINA
C3512,618,10,SHORT,117,34,2,M,2,11,1,SURCO
C3513,618,20,SHORT,47,32,2,M,5,3,3,SAN_BORJA
C3514,618,4,BLUSA,124,19,1,F,5,7,2,LA_MOLINA
C3515,619,13,JEAN,246,32,1,F,7,5,2,LA_MOLINA
C3516,619,8,CASACA,122,41,1,F,7,9,1,SURCO
C3517,619,1,ZAPATOS,188,40,1,F,6,9,1,SURCO
C3518,619,1,ZAPATOS,256,43,2,M,1,11,1,SURCO
C3519,619,2,MEDIAS,10,20,2,M,2,2,2,LA_MOLINA
C3520,619,11,SANDALIAS,27,26,2,M,5,10,1,SURCO
C3521,619,22,PIJAMA,75,41,1,F,7,2,2,LA_MOLINA
C3522,619,5,CAMISA,193,43,2,M,3,5,4,SAN_ISIDRO
C3523,619,12,BUFANDA,31,43,2,M,2,8,3,SAN_BORJA
C3524,619,2,MEDIAS,15,26,1,F,1,1,3,SAN_BORJA
C3525,619,9,ABRIGO,357,22,1,F,3,5,1,SURCO
C3526,620,7,PANTALON,168,23,1,F,2,5,1,SURCO
C3527,620,18,RELOJ,299,44,1,F,1,1,1,SURCO
C3528,620,9,ABRIGO,353,21,2,M,4,1,4,SAN_ISIDRO
C3529,620,4,BLUSA,156,45,1,F,5,10,4,SAN_ISIDRO
C3530,620,22,PIJAMA,112,36,2,M,4,6,1,SURCO
C3531,620,13,JEAN,132,22,1,F,7,11,2,LA_MOLINA
C3532,620,21,POLO,66,36,1,F,4,4,3,SAN_BORJA
C3533,621,17,MOCHILA,163,40,2,M,4,1,2,LA_MOLINA
C3534,621,3,FALDA,82,38,2,F,7,2,2,LA_MOLINA
C3535,621,1,ZAPATOS,213,42,2,M,7,3,2,LA_MOLINA
C3536,621,11,SANDALIAS,74,18,2,M,5,8,1,SURCO
C3537,621,11,SANDALIAS,46,41,1,F,6,1,3,SAN_BORJA
C3538,621,17,MOCHILA,203,37,1,F,2,2,1,SURCO
C3539,621,15,ZAPATILLAS,266,32,1,F,5,11,1,SURCO
C3540,622,4,BLUSA,108,27,2,F,2,8,3,SAN_BORJA
C3541,622,19,BIKINI,177,21,1,F,5,9,4,SAN_ISIDRO
C3542,622,6,CARTERA,232,19,1,F,7,10,1,SURCO
C3543,622,14,GORRO,88,40,2,M,6,5,4,SAN_ISIDRO
C3544,623,21,POLO,100,39,2,M,2,11,1,SURCO
C3545,623,7,PANTALON,153,21,1,F,4,1,3,SAN_BORJA
C3546,623,16,PERFUME,455,31,1,F,5,11,3,SAN_BORJA
C3547,623,4,BLUSA,137,45,2,F,2,11,3,SAN_BORJA
C3548,623,16,PERFUME,257,30,1,F,4,8,4,SAN_ISIDRO
C3549,623,10,SHORT,118,45,1,F,4,4,3,SAN_BORJA
C3550,623,18,RELOJ,299,39,1,F,3,10,4,SAN_ISIDRO
C3551,624,4,BLUSA,144,28,1,F,3,8,1,SURCO
C3552,624,11,SANDALIAS,76,28,1,F,1,5,1,SURCO
C3553,624,2,MEDIAS,10,19,1,F,5,5,1,SURCO
C3554,624,15,ZAPATILLAS,184,30,2,M,7,9,4,SAN_ISIDRO
C3555,625,22,PIJAMA,80,40,1,F,4,8,3,SAN_BORJA
C3556,625,3,FALDA,70,32,1,F,7,9,4,SAN_ISIDRO
C3557,625,11,SANDALIAS,65,22,1,F,2,3,1,SURCO
C3558,625,6,CARTERA,185,19,2,M,7,8,1,SURCO
C3559,625,12,BUFANDA,56,44,1,F,6,10,2,LA_MOLINA
C3560,625,16,PERFUME,424,35,2,M,3,9,1,SURCO
C3561,625,16,PERFUME,194,29,1,F,1,3,2,LA_MOLINA
C3562,626,22,PIJAMA,104,31,2,M,4,2,1,SURCO
C3563,626,21,POLO,58,29,1,F,5,2,3,SAN_BORJA
C3564,626,4,BLUSA,60,18,1,F,4,11,4,SAN_ISIDRO
C3565,626,15,ZAPATILLAS,212,42,2,M,4,5,2,LA_MOLINA
C3566,626,3,FALDA,77,34,2,F,1,12,3,SAN_BORJA
C3567,626,21,POLO,60,18,2,M,2,6,1,SURCO
C3568,627,21,POLO,51,35,1,F,3,10,4,SAN_ISIDRO
C3569,627,17,MOCHILA,199,24,2,M,7,5,4,SAN_ISIDRO
C3570,627,3,FALDA,76,23,1,F,3,6,4,SAN_ISIDRO
C3571,627,4,BLUSA,145,42,1,F,4,5,3,SAN_BORJA
C3572,628,9,ABRIGO,387,28,1,F,4,7,1,SURCO
C3573,628,4,BLUSA,65,25,1,F,4,7,1,SURCO
C3574,628,4,BLUSA,159,20,1,F,7,9,3,SAN_BORJA
C3575,629,13,JEAN,102,36,2,M,7,9,4,SAN_ISIDRO
C3576,629,9,ABRIGO,270,37,1,F,1,11,1,SURCO
C3577,629,1,ZAPATOS,288,20,2,M,4,11,3,SAN_BORJA
C3578,629,18,RELOJ,338,41,2,M,5,7,2,LA_MOLINA
C3579,629,11,SANDALIAS,50,44,1,F,2,3,3,SAN_BORJA
C3580,629,19,BIKINI,151,29,1,F,7,12,3,SAN_BORJA
C3581,629,7,PANTALON,231,44,2,M,7,5,1,SURCO
C3582,630,8,CASACA,159,34,1,F,3,9,1,SURCO
C3583,630,20,SHORT,91,23,2,M,5,3,2,LA_MOLINA
C3584,630,7,PANTALON,82,37,2,M,4,7,1,SURCO
C3585,630,10,SHORT,69,33,1,F,4,6,2,LA_MOLINA
C3586,630,14,GORRO,89,40,2,M,7,10,2,LA_MOLINA
C3587,631,21,POLO,71,24,2,M,3,6,4,SAN_ISIDRO
C3588,631,7,PANTALON,78,44,2,M,4,1,1,SURCO
C3589,631,14,GORRO,80,21,1,F,3,1,1,SURCO
C3590,631,10,SHORT,109,37,1,F,7,8,1,SURCO
C3591,631,21,POLO,80,45,2,M,7,12,4,SAN_ISIDRO
C3592,631,12,BUFANDA,25,22,2,M,3,5,4,SAN_ISIDRO
C3593,632,10,SHORT,82,45,2,M,1,8,3,SAN_BORJA
C3594,632,10,SHORT,116,18,1,F,2,10,2,LA_MOLINA
C3595,632,8,CASACA,218,30,2,M,2,1,1,SURCO
C3596,632,2,MEDIAS,10,19,1,F,7,6,2,LA_MOLINA
C3597,632,19,BIKINI,158,37,2,F,5,3,1,SURCO
C3598,633,4,BLUSA,75,40,2,F,5,8,3,SAN_BORJA
C3599,633,7,PANTALON,190,31,1,F,4,12,2,LA_MOLINA
C3600,633,22,PIJAMA,83,20,2,M,5,4,1,SURCO
C3601,633,2,MEDIAS,15,39,1,F,3,6,1,SURCO
C3602,634,4,BLUSA,137,30,2,F,2,11,1,SURCO
C3603,634,10,SHORT,106,24,2,M,6,12,1,SURCO
C3604,634,22,PIJAMA,74,33,1,F,7,1,2,LA_MOLINA
C3605,634,20,SHORT,74,19,2,M,1,11,3,SAN_BORJA
C3606,635,10,SHORT,88,23,2,M,1,8,3,SAN_BORJA
C3607,635,3,FALDA,81,41,2,F,7,2,2,LA_MOLINA
C3608,635,7,PANTALON,191,41,2,M,7,7,1,SURCO
C3609,635,10,SHORT,109,39,2,M,5,8,4,SAN_ISIDRO
C3610,635,20,SHORT,49,34,1,F,7,9,3,SAN_BORJA
C3611,635,13,JEAN,117,31,1,F,5,10,4,SAN_ISIDRO
C3612,635,17,MOCHILA,154,40,1,F,4,6,3,SAN_BORJA
C3613,635,1,ZAPATOS,325,38,2,M,5,5,3,SAN_BORJA
C3614,635,20,SHORT,97,30,1,F,3,3,4,SAN_ISIDRO
C3615,635,5,CAMISA,117,28,1,F,5,9,3,SAN_BORJA
C3616,635,13,JEAN,128,26,1,F,7,12,2,LA_MOLINA
C3617,636,17,MOCHILA,161,27,1,F,3,4,1,SURCO
C3618,636,16,PERFUME,469,44,2,M,5,8,3,SAN_BORJA
C3619,636,1,ZAPATOS,340,42,1,F,2,12,3,SAN_BORJA
C3620,636,7,PANTALON,115,45,2,M,6,1,1,SURCO
C3621,636,18,RELOJ,362,37,2,M,7,1,1,SURCO
C3622,636,21,POLO,67,18,1,F,4,5,4,SAN_ISIDRO
C3623,636,6,CARTERA,213,40,2,M,7,4,1,SURCO
C3624,636,16,PERFUME,198,33,2,M,5,5,3,SAN_BORJA
C3625,636,11,SANDALIAS,27,37,1,F,1,12,2,LA_MOLINA
C3626,636,19,BIKINI,107,18,2,F,2,9,3,SAN_BORJA
C3627,637,6,CARTERA,201,45,2,M,5,5,1,SURCO
C3628,637,19,BIKINI,126,41,1,F,3,9,3,SAN_BORJA
C3629,637,6,CARTERA,184,37,2,M,7,2,2,LA_MOLINA
C3630,637,12,BUFANDA,51,22,2,M,6,3,1,SURCO
C3631,637,8,CASACA,109,37,1,F,4,6,3,SAN_BORJA
C3632,637,22,PIJAMA,64,23,1,F,5,10,1,SURCO
C3633,637,10,SHORT,64,25,2,M,6,9,4,SAN_ISIDRO
C3634,637,4,BLUSA,104,36,1,F,6,7,1,SURCO
C3635,638,9,ABRIGO,449,29,1,F,3,2,4,SAN_ISIDRO
C3636,638,21,POLO,124,40,1,F,4,1,2,LA_MOLINA
C3637,638,10,SHORT,86,21,1,F,3,12,3,SAN_BORJA
C3638,638,20,SHORT,97,30,1,F,6,12,2,LA_MOLINA
C3639,638,6,CARTERA,215,42,1,F,7,4,2,LA_MOLINA
C3640,638,5,CAMISA,181,21,2,M,1,5,2,LA_MOLINA
